t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,target
13,13,0.255,0.263,0.21974838,36,35.449,0.706,0.717,0.84860647,1
3,3,0.086,0.088,0.088,31,31,0.886,0.911,0.911,1
10,9.069,0.172,0.159,0.14570773,47,47,0.81,0.824,0.8988361,1
5,5,0.116,0.122,0.07847838,35,35,0.814,0.851,0.9628725,1
17,17,0.405,0.414,0.28995943,24,24,0.571,0.585,0.91468287,1
3,3,0.075,0.075,0.021339402,37,37,0.925,0.925,0.95250684,1
7,7,0.175,0.179,0.08527244,32,32,0.8,0.82,0.9420866,1
14,14,0.412,0.412,0.21414466,20,20,0.588,0.588,0.8281319,1
29,29,0.537,0.537,0.3946761,23,23,0.426,0.426,0.875074,1
3,3,0.067,0.067,0.02596484,42,42,0.933,0.933,0.9846534,1
9,6.663,0.225,0.177,0.15008412,31,31,0.775,0.823,0.91871965,1
15,15,0.375,0.375,0.35079068,25,25,0.625,0.625,0.8654337,1
12,12,0.245,0.245,0.106925264,34,34,0.694,0.694,0.81789553,1
0,0,0,0,0,37,37,1,1,1,1
12,12,0.375,0.375,0.26742375,20,20,0.625,0.625,0.8531672,1
3,3,0.075,0.082,0.033033133,34,33.185,0.85,0.906,0.9857855,1
26,25.306,0.634,0.628,0.32707325,14,14,0.341,0.347,0.86474186,1
22,22,0.537,0.544,0.28646517,18,17.421,0.439,0.431,0.8153742,1
1,1,0.027,0.027,0.015131893,36,36,0.973,0.973,0.99449015,1
7,6.072,0.219,0.207,0.16063042,21,21,0.656,0.717,0.8764837,1
5,5,0.106,0.109,0.048939712,41,41,0.872,0.89,0.9757171,1
4,4,0.089,0.09,0.047494464,41,40.477,0.911,0.91,0.95885736,1
14,14,0.298,0.298,0.15778822,33,33,0.702,0.702,0.8349531,1
5,5,0.135,0.135,0.07511406,32,31.931,0.865,0.865,0.9744,1
8,7.123,0.17,0.158,0.09480827,37,37,0.787,0.82,0.9738062,1
5,4.106,0.122,0.102,0.1295785,36,36,0.878,0.898,0.97593904,1
0,0,0,0,0,35,35,0.972,0.977,0.9855394,1
10,10,0.256,0.265,0.13518769,27,27,0.692,0.715,0.8927688,1
0,0,0,0,0,37,37,0.974,0.974,0.98445976,1
2,2,0.061,0.061,0.029394489,31,31,0.939,0.939,0.9778251,1
2,2,0.041,0.041,0.019939693,45,45,0.918,0.918,0.9467613,1
9,9,0.231,0.231,0.096067265,30,30,0.769,0.769,0.96058595,1
13,13,0.271,0.271,0.13533816,34,34,0.708,0.708,0.9444031,1
24,24,0.585,0.585,0.26821113,17,17,0.415,0.415,0.808679,1
13,13,0.224,0.225,0.10145331,45,44.739,0.776,0.775,0.9208173,1
5,5,0.135,0.142,0.16164418,30,30,0.811,0.852,0.852,1
0,0,0,0,0,42,41.07,0.955,0.976,0.98820597,1
6,6,0.162,0.162,0.122536406,30,30,0.811,0.811,0.9052415,1
26,26,0.684,0.684,0.40031153,11,11,0.289,0.289,0.84025866,1
3,3,0.07,0.071,0.03057275,35,35,0.814,0.833,0.88272995,1
0,0,0,0,0,42,42,0.977,0.988,0.988,1
0,0,0,0,0,57,55.151,1,1,1,1
1,1,0.026,0.026,0.012590745,38,37.421,0.974,0.974,0.98847675,1
1,1,0.027,0.027,0.0140013965,35,34.696,0.946,0.945,0.97541565,1
13,13,0.361,0.373,0.29810676,22,21.783,0.611,0.624,0.83493286,1
24,24,0.48,0.48,0.23561049,26,26,0.52,0.52,0.80862427,1
14,12.541,0.389,0.372,0.123300485,22,21.176,0.611,0.628,0.8765763,1
7,6.223,0.194,0.181,0.056465823,29,28.223,0.806,0.819,0.96467876,1
11,10.591,0.344,0.338,0.13453937,20,20,0.625,0.638,0.85215396,1
9,9,0.31,0.321,0.16168573,18,18,0.621,0.641,0.9117819,1
15,15,0.341,0.348,0.16216077,28,28,0.636,0.65,0.9475875,1
1,1,0.02,0.02,0.004367876,48,48,0.941,0.948,0.97595954,1
10,10,0.244,0.244,0.101225875,31,31,0.756,0.756,0.95730954,1
13,13,0.394,0.406,0.17119072,19,19,0.576,0.594,0.8376535,1
23,23,0.489,0.494,0.2614938,23,22.531,0.489,0.484,0.8693995,1
8,8,0.32,0.322,0.18488818,16,16,0.64,0.644,0.81793815,1
21,21,0.583,0.583,0.31277683,15,15,0.417,0.417,0.81229335,1
11,11,0.239,0.239,0.08513302,35,35,0.761,0.761,0.9540321,1
11,11,0.275,0.275,0.14172687,28,28,0.7,0.7,0.8843873,1
10,10,0.233,0.233,0.12715858,31,31,0.721,0.721,0.85314715,1
9,9,0.36,0.386,0.23276512,14,14,0.56,0.6,0.80541277,1
15,15,0.366,0.371,0.16454615,26,25.449,0.634,0.629,0.86863947,1
18,18,0.391,0.434,0.21922624,23,23,0.5,0.554,0.91883475,1
26,26,0.565,0.565,0.27045172,20,20,0.435,0.435,0.92255867,1
18,18,0.367,0.375,0.119309016,29,29,0.592,0.604,0.89645505,1
2,2,0.062,0.062,0.020867867,30,30,0.938,0.938,0.9719059,1
15,15,0.441,0.446,0.18189377,18,18,0.529,0.536,0.8727459,1
18,18,0.562,0.562,0.2446555,14,14,0.438,0.438,0.8407765,1
14,14,0.326,0.326,0.18144472,28,28,0.651,0.651,0.91163355,1
0,0,0,0,0,30,30,1,1,1,1
9,9,0.25,0.25,0.14905396,26,26,0.722,0.722,0.88247496,1
18,18,0.36,0.36,0.2645388,32,32,0.64,0.64,0.88594484,1
7,7,0.167,0.167,0.16736022,35,35,0.833,0.833,0.8679993,1
0,0,0,0,0,39,39,0.951,0.975,0.9861163,1
2,2,0.051,0.052,0.03731319,35,35,0.897,0.905,0.95059615,1
12,12,0.364,0.367,0.19616534,20,20,0.606,0.612,0.8288809,1
1,1,0.022,0.022,0.025473623,44,43.115,0.957,0.956,0.956,1
17,17,0.315,0.315,0.173388,36,36,0.667,0.667,0.89691204,1
0,0,0,0,0,31,31,1,1,1,1
6,6,0.136,0.136,0.037013724,36,36,0.818,0.818,0.86211514,1
6,6,0.14,0.143,0.047102123,36,36,0.837,0.856,0.9659277,1
1,1,0.03,0.03,0.012884189,31,31,0.939,0.939,0.989078,1
1,1,0.025,0.025,0.016131673,39,39,0.975,0.975,0.99416584,1
7,5.965,0.135,0.119,0.045658514,44,44,0.846,0.88,0.98186386,1
11,11,0.275,0.275,0.15004094,29,29,0.725,0.725,0.9556572,1
10,10,0.233,0.238,0.09315745,32,31.931,0.744,0.761,0.9231049,1
3,3,0.075,0.079,0.08420141,35,35,0.875,0.919,0.91808194,1
9,9,0.257,0.272,0.13412564,24,24,0.686,0.726,0.9504278,1
14,14,0.264,0.264,0.14326258,39,39,0.736,0.736,0.8887177,1
2,2,0.044,0.044,0.021005545,43,43,0.956,0.956,0.9841872,1
9,9,0.265,0.265,0.26891914,25,25,0.735,0.735,0.90704656,1
9,9,0.3,0.3,0.18235008,21,21,0.7,0.7,0.93270934,1
18,16.814,0.562,0.546,0.3588503,14,14,0.438,0.454,0.8717505,1
3,3,0.115,0.115,0.03226946,23,23,0.885,0.885,0.9569991,1
20,20,0.392,0.399,0.1816207,30,30,0.588,0.599,0.91420144,1
3,2.628,0.068,0.061,0.061,40,40,0.909,0.93,0.93,1
2,2,0.061,0.061,0.021115528,27,27,0.818,0.818,0.9077354,1
16,16,0.32,0.32,0.22516166,34,34,0.68,0.68,0.8075887,1
7,7,0.171,0.171,0.058450695,33,33,0.805,0.805,0.9471021,1
2,2,0.061,0.061,0.06795212,31,31,0.939,0.939,0.9757939,1
13,13,0.317,0.317,0.16347896,27,27,0.659,0.659,0.8520713,1
24,24,0.533,0.557,0.41122052,19,19,0.422,0.441,0.89847976,1
17,17,0.378,0.378,0.2689747,28,28,0.622,0.622,0.89095455,1
5,5,0.143,0.144,0.06526378,29,29,0.829,0.832,0.8816564,1
2,2,0.051,0.051,0.051282153,36,36,0.923,0.923,0.959986,1
20,20,0.571,0.588,0.34049156,14,14,0.4,0.412,0.87269086,1
6,6,0.136,0.137,0.046627197,35,35,0.795,0.802,0.93786055,1
15,15,0.357,0.357,0.28908715,27,27,0.643,0.643,0.9034352,1
1,1,0.031,0.031,0.016375056,31,31,0.969,0.969,0.9946434,1
3,3,0.06,0.062,0.016578821,45,45,0.9,0.926,0.97047424,1
35,35,0.714,0.744,0.45944983,12,12,0.245,0.255,0.8338594,1
3,3,0.062,0.063,0.053440314,44,44,0.917,0.921,0.9800414,1
8,8,0.2,0.205,0.13420808,31,31,0.775,0.793,0.94335264,1
3,2.123,0.052,0.038,0.038,53,53,0.914,0.944,0.944,1
0,0,0,0,0,37,37,1,1,1,1
22,22,0.449,0.449,0.21748586,26,26,0.531,0.531,0.882,1
8,8,0.25,0.25,0.08988776,24,24,0.75,0.75,0.9513485,1
2,2,0.056,0.056,0.030088807,33,33,0.917,0.917,0.947422,1
3,3,0.064,0.067,0.0544214,42,41.449,0.894,0.932,0.932,1
8,8,0.222,0.228,0.101086855,27,27,0.75,0.771,0.9649505,1
6,6,0.162,0.162,0.08880859,31,31,0.838,0.838,0.92261964,1
1,1,0.016,0.016,0.016,59,59,0.937,0.951,0.951,1
27,26.396,0.562,0.569,0.33441648,20,20,0.417,0.431,0.8615735,1
2,2,0.044,0.044,0.026732545,42,42,0.933,0.933,0.96960217,1
2,2,0.047,0.048,0.024815224,40,40,0.93,0.95,0.9776466,1
13,13,0.361,0.361,0.12273938,23,23,0.639,0.639,0.89475167,1
4,4,0.111,0.111,0.038943503,32,32,0.889,0.889,0.953665,1
20,20,0.541,0.541,0.24194586,17,17,0.459,0.459,0.8366288,1
0,0,0,0,0,34,34,0.971,0.971,0.99081624,1
1,1,0.024,0.025,0.045989487,39,39,0.951,0.966,0.965506,1
0,0,0,0,0,48,48,1,1,1,1
14,14,0.318,0.318,0.16605689,30,30,0.682,0.682,0.8839324,1
0,0,0,0,0,35,35,1,1,1,1
0,0,0,0,0,33,33,1,1,1,1
8,7.176,0.19,0.179,0.055748228,33,33,0.786,0.821,0.9651376,1
3,1.502,0.091,0.049,0.03481838,29,29,0.879,0.943,0.9876849,1
6,6,0.194,0.194,0.11807585,25,25,0.806,0.806,0.9793869,1
10,10,0.182,0.191,0.191,44,42.189,0.8,0.808,0.808,1
5,5,0.152,0.152,0.06892906,28,28,0.848,0.848,0.9487293,1
4,4,0.143,0.143,0.068591386,24,24,0.857,0.857,0.927902,1
19,19,0.5,0.512,0.22202879,18,18,0.474,0.485,0.8504305,1
0,0,0,0,0,42,42,1,1,1,1
26,26,0.426,0.426,0.13513927,35,35,0.574,0.574,0.81472343,1
12,12,0.308,0.314,0.18077968,26,26,0.667,0.68,0.8698546,1
0,0,0,0,0,48,48,0.96,0.979,0.979,1
1,1,0.03,0.03,0.0270976,32,32,0.97,0.97,0.9920488,1
8,8,0.186,0.186,0.05453576,35,35,0.814,0.814,0.9673752,1
1,1,0.027,0.027,0.0123561965,34,34,0.919,0.923,0.923,1
12,12,0.267,0.27,0.15908414,32,32,0.711,0.72,0.91901076,1
7,7,0.189,0.194,0.06293248,29,29,0.784,0.805,0.98209023,1
6,6,0.143,0.143,0.04709737,36,36,0.857,0.857,0.9668592,1
1,1,0.02,0.021,0.01776227,45,44.321,0.918,0.936,0.88473505,1
9,9,0.273,0.273,0.1783216,24,24,0.727,0.727,0.9531606,1
10,10,0.333,0.344,0.12927763,18,18,0.6,0.619,0.83863986,1
22,22,0.512,0.512,0.32612997,20,20,0.465,0.465,0.8296726,1
10,10,0.238,0.242,0.09034104,30,30,0.714,0.727,0.89477986,1
3,2.383,0.083,0.069,0.069,32,32,0.889,0.927,0.927,1
1,1,0.025,0.025,0.02673485,38,38,0.95,0.95,0.95,1
2,2,0.044,0.046,0.030801618,43,41.19,0.956,0.954,0.977197,1
6,6,0.128,0.128,0.05463158,40,40,0.851,0.851,0.9488826,1
0,0,0,0,0,47,47,0.979,0.979,0.98926735,1
10,9.117,0.222,0.211,0.05907719,34,34,0.756,0.787,0.8237221,1
15,15,0.268,0.271,0.082328334,40,39.327,0.714,0.711,0.9625011,1
4,4,0.129,0.129,0.08893492,27,27,0.871,0.871,0.9331181,1
6,6,0.182,0.182,0.15535271,27,27,0.818,0.818,0.9477097,1
1,1,0.026,0.026,0.020270031,35,35,0.921,0.921,0.93557507,1
5,5,0.125,0.125,0.125,35,35,0.875,0.875,0.875,1
1,1,0.029,0.029,0.028005034,33,33,0.943,0.969,0.98414624,1
4,4,0.082,0.082,0.047120664,45,45,0.918,0.918,0.9635501,1
6,6,0.222,0.222,0.11740671,21,21,0.778,0.778,0.9094121,1
18,18,0.367,0.367,0.21249247,29,29,0.592,0.592,0.8872448,1
20,20,0.417,0.417,0.2182748,26,26,0.542,0.542,0.8980271,1
4,4,0.174,0.174,0.17311513,19,19,0.826,0.826,0.89944017,1
2,2,0.043,0.044,0.043553565,44,43.296,0.957,0.956,0.9858426,1
7,7,0.2,0.201,0.095834516,27,26.795,0.771,0.77,0.9023154,1
20,20,0.5,0.512,0.2753862,18,18,0.45,0.461,0.85293233,1
11,11,0.224,0.224,0.1391851,36,36,0.735,0.735,0.9546138,1
9,8.277,0.231,0.222,0.14158098,29,29,0.744,0.777,0.9634936,1
0,0,0,0,0,38,37.185,0.974,1,1,1
5,4.306,0.104,0.092,0.031600837,42,42,0.875,0.9,0.9755979,1
1,1,0.026,0.026,0.026151838,37,37,0.974,0.974,0.9901086,1
2,2,0.054,0.056,0.056,34,34,0.919,0.944,0.944,1
4,4,0.118,0.118,0.11693057,29,29,0.853,0.853,0.9323977,1
12,12,0.308,0.308,0.10100642,27,27,0.692,0.692,0.9383579,1
1,1,0.024,0.024,0.024,40,40,0.952,0.952,0.952,1
11,11,0.262,0.262,0.13972844,31,31,0.738,0.738,0.95670795,1
3,3,0.064,0.065,0.04107775,41,40.449,0.872,0.871,0.92867494,1
12,12,0.316,0.318,0.11210792,26,25.707,0.684,0.682,0.92828923,1
0,0,0,0,0,35,35,0.972,0.999,0.99943185,1
2,2,0.059,0.059,0.016581783,32,32,0.941,0.941,0.96287423,1
14,14,0.333,0.333,0.1709506,28,28,0.667,0.667,0.86917126,1
1,1,0.026,0.026,0.010784419,37,37,0.949,0.973,0.98233867,1
4,4,0.095,0.095,0.04665355,38,38,0.905,0.905,0.96465063,1
15,15,0.349,0.357,0.24438167,27,27,0.628,0.642,0.838124,1
9,9,0.205,0.207,0.059450075,33,33,0.75,0.759,0.8069723,1
12,12,0.387,0.4,0.23377334,18,18,0.581,0.599,0.92075163,1
7,7,0.14,0.14,0.0780963,43,43,0.86,0.86,0.9733269,1
12,12,0.293,0.295,0.13737428,29,28.688,0.707,0.705,0.95154333,1
1,1,0.026,0.026,0.0068249805,36,36,0.947,0.947,0.98517406,1
1,1,0.033,0.033,0.02984039,29,29,0.967,0.967,0.98271275,1
12,10.633,0.286,0.266,0.14739336,28,28,0.667,0.699,0.8486031,1
9,9,0.214,0.217,0.0981051,31,31,0.738,0.748,0.90110576,1
17,16.371,0.354,0.35,0.13521178,30,29.371,0.625,0.628,0.95825934,1
15,14.75,0.278,0.274,0.15397827,39,39,0.722,0.726,0.89486855,1
7,7,0.194,0.206,0.09710568,27,26.892,0.75,0.792,0.9649367,1
4,4,0.063,0.063,0.06315028,58,58,0.921,0.921,0.93385494,1
0,0,0,0,0,31,31,0.912,0.939,0.939,1
3,3,0.077,0.083,0.098804355,33,33,0.846,0.911,0.911,1
0,0,0,0,0,44,44,1,1,1,1
20,20,0.5,0.5,0.2334283,19,19,0.475,0.475,0.8078859,1
12,11.343,0.255,0.249,0.124029905,35,34.17,0.745,0.751,0.91460323,1
12,11.17,0.308,0.3,0.11349845,24,24,0.615,0.645,0.8489769,1
13,12.806,0.342,0.339,0.20544536,25,25,0.658,0.661,0.8179941,1
27,27,0.519,0.519,0.23129532,25,25,0.481,0.481,0.92599136,1
1,1,0.025,0.025,0.014062033,39,39,0.975,0.975,0.9977629,1
13,12.296,0.419,0.406,0.18039171,17,17,0.548,0.561,0.8545544,1
18,18,0.5,0.51,0.2806185,17,17,0.472,0.481,0.80535465,1
10,10,0.256,0.256,0.18404764,29,29,0.744,0.744,0.93662286,1
14,14,0.286,0.286,0.19595055,35,35,0.714,0.714,0.8969445,1
23,23,0.411,0.411,0.18115684,29,29,0.518,0.518,0.82024235,1
10,10,0.238,0.238,0.13121098,29,29,0.69,0.69,0.8411375,1
4,4,0.111,0.114,0.13051283,30,30,0.833,0.857,0.91442823,1
13,13,0.333,0.351,0.13367221,22,22,0.564,0.594,0.89299685,1
8,8,0.19,0.191,0.07492882,33,33,0.786,0.788,0.9798426,1
19,19,0.594,0.594,0.32784522,13,13,0.406,0.406,0.8301346,1
4,4,0.091,0.091,0.062403265,39,39,0.886,0.886,0.9456257,1
7,7,0.159,0.159,0.066461116,36,36,0.818,0.818,0.94378114,1
12,12,0.4,0.451,0.17319515,15,14.371,0.5,0.541,0.88576925,1
0,0,0,0,0,37,37,1,1,1,1
7,7,0.137,0.139,0.06703868,42,42,0.824,0.836,0.836,1
0,0,0,0,0,35,35,1,1,1,1
26,25.806,0.634,0.632,0.3338043,15,15,0.366,0.368,0.8956391,1
11,11,0.239,0.244,0.13605931,34,34,0.739,0.755,0.9428008,1
8,8,0.205,0.21,0.07859229,30,30,0.769,0.788,0.94521135,1
7,7,0.171,0.171,0.039801132,34,34,0.829,0.829,0.9470997,1
3,3,0.06,0.06,0.05336463,46,46,0.92,0.92,0.9336917,1
9,9,0.257,0.258,0.10168329,26,25.892,0.743,0.742,0.94565225,1
0,0,0,0,0,39,39,0.929,0.963,0.9834399,1
3,0.454,0.071,0.012,0.0072411876,39,39,0.929,0.988,0.997218,1
6,6,0.194,0.198,0.057456776,24,24,0.774,0.793,0.9188014,1
1,1,0.02,0.021,0.011729247,47,47,0.959,0.979,0.9953443,1
15,15,0.341,0.357,0.2528498,27,27,0.614,0.643,0.8551426,1
11,11,0.262,0.268,0.15549655,30,30,0.714,0.731,0.8660747,1
1,1,0.025,0.025,0.015586734,39,39,0.975,0.975,0.9871846,1
23,23,0.426,0.426,0.171412,29,29,0.537,0.537,0.822111,1
20,20,0.513,0.513,0.3521388,19,19,0.487,0.487,0.8027129,1
3,3,0.107,0.114,0.08308733,23,22.783,0.821,0.869,0.8698699,1
2,2,0.043,0.043,0.033237197,45,45,0.957,0.957,0.9748173,1
15,15,0.441,0.441,0.304013,19,19,0.559,0.559,0.86392117,1
2,2,0.057,0.057,0.020734027,33,33,0.943,0.943,0.9742343,1
13,13,0.277,0.277,0.11089202,34,34,0.723,0.723,0.94044614,1
21,21,0.583,0.583,0.36656567,15,15,0.417,0.417,0.8385768,1
2,1.054,0.044,0.024,0.031145487,42,42,0.933,0.968,0.99235487,1
10,10,0.357,0.357,0.253248,18,18,0.643,0.643,0.8973105,1
1,1,0.021,0.022,0.019834578,44,44,0.936,0.954,0.9738895,1
3,3,0.07,0.07,0.0499398,40,40,0.93,0.93,0.989705,1
7,7,0.226,0.226,0.07327436,24,24,0.774,0.774,0.9538567,1
0,0,0,0,0,37,37,1,1,1,1
8,8,0.242,0.249,0.1666035,23,22.117,0.697,0.689,0.8487978,1
10,10,0.25,0.25,0.23220219,28,28,0.7,0.7,0.8150776,1
16,16,0.4,0.4,0.1431139,22,22,0.55,0.55,0.92455864,1
6,6,0.171,0.176,0.04826499,29,28.093,0.829,0.824,0.9516826,1
17,17,0.531,0.531,0.25119773,15,15,0.469,0.469,0.8520065,1
21,21,0.656,0.677,0.39491743,9,9,0.281,0.29,0.83630276,1
9,9,0.257,0.272,0.14627096,25,24.059,0.714,0.727,0.8641392,1
3,3,0.083,0.083,0.038412422,33,33,0.917,0.917,0.9595568,1
0,0,0,0,0,34,34,1,1,1,1
4,4,0.154,0.157,0.07652563,21,21,0.808,0.825,0.90670526,1
2,2,0.05,0.051,0.021714088,38,37.029,0.95,0.949,0.9840558,1
3,3,0.077,0.082,0.03646543,33,32.223,0.846,0.882,0.9791553,1
0,0,0,0,0,35,35,1,1,1,1
14,14,0.467,0.495,0.3090919,12,12,0.4,0.425,0.8336757,1
10,10,0.294,0.294,0.0980311,23,23,0.676,0.676,0.85182714,1
1,1,0.021,0.021,0.008800661,46,46,0.979,0.979,0.9970553,1
5,5,0.139,0.139,0.0343318,31,31,0.861,0.861,0.9749874,1
11,11,0.25,0.256,0.19374125,32,32,0.727,0.744,0.9546062,1
7,7,0.259,0.259,0.37643105,20,20,0.741,0.741,0.8223261,1
5,4.251,0.147,0.128,0.128,29,29,0.853,0.872,0.872,1
13,13,0.302,0.308,0.12238549,28,28,0.651,0.664,0.81296843,1
21,21,0.636,0.636,0.3872792,12,12,0.364,0.364,0.8484662,1
5,4.17,0.143,0.126,0.039104614,27,27,0.771,0.814,0.9584141,1
0,0,0,0,0,52,50.635,1,1,1,1
18,18,0.409,0.409,0.2999065,24,24,0.545,0.545,0.823823,1
0,0,0,0,0,30,30,1,1,1,1
2,2,0.041,0.041,0.011114797,46,46,0.939,0.939,0.9863684,1
3,3,0.075,0.075,0.037629284,37,37,0.925,0.925,0.975382,1
9,9,0.209,0.209,0.081537545,32,32,0.744,0.744,0.8702698,1
15,14.185,0.417,0.411,0.21748708,20,20,0.556,0.579,0.8917775,1
9,9,0.243,0.25,0.1029807,26,26,0.703,0.722,0.9712591,1
14,14,0.333,0.333,0.12472146,28,28,0.667,0.667,0.968743,1
2,2,0.062,0.067,0.022508265,28,28,0.875,0.931,0.98400986,1
1,1,0.03,0.03,0.0082486505,32,32,0.97,0.97,0.98133576,1
7,6.068,0.219,0.195,0.068265304,22,22,0.688,0.708,0.8889318,1
21,21,0.42,0.42,0.16800655,29,29,0.58,0.58,0.9490923,1
0,0,0,0,0,44,44,0.978,0.998,0.9973002,1
7,7,0.175,0.179,0.09115452,31,31,0.775,0.795,0.954791,1
0,0,0,0,0,53,53,0.981,0.981,0.981,1
16,16,0.444,0.457,0.229443,19,19,0.528,0.543,0.8968934,1
0,0,0,0,0,32,32,0.914,0.964,0.964,1
2,2,0.051,0.053,0.01465523,36,35.371,0.923,0.946,0.9866134,1
2,2,0.056,0.056,0.043419562,34,34,0.944,0.944,0.96701825,1
26,26,0.619,0.619,0.32495603,16,16,0.381,0.381,0.80047715,1
18,18,0.514,0.543,0.36601248,14,13.421,0.4,0.405,0.809149,1
1,1,0.023,0.023,0.014328728,42,41.618,0.977,0.977,0.9882216,1
2,2,0.053,0.053,0.053,36,36,0.947,0.947,0.947,1
0,0,0,0,0,42,41.892,0.977,0.979,0.9894759,1
21,21,0.512,0.524,0.2852977,19,19,0.463,0.474,0.897177,1
6,6,0.194,0.194,0.085595295,25,25,0.806,0.806,0.93345207,1
2,2,0.039,0.039,0.03224713,49,49,0.961,0.961,0.98357975,1
1,1,0.026,0.027,0.0050139227,36,36,0.923,0.965,0.9864444,1
1,1,0.026,0.026,0.026121648,37,37,0.949,0.949,0.9702324,1
6,6,0.171,0.171,0.054392323,29,29,0.829,0.829,0.98495096,1
8,8,0.195,0.195,0.07483423,33,33,0.805,0.805,0.9415247,1
22,21.06,0.512,0.501,0.2463323,21,21,0.488,0.499,0.8576713,1
14,14,0.378,0.389,0.18719724,22,22,0.595,0.611,0.9388993,1
23,23,0.575,0.583,0.29290992,17,16.465,0.425,0.417,0.8233897,1
2,2,0.051,0.054,0.023466753,36,34.163,0.923,0.919,0.985999,1
9,9,0.243,0.25,0.081364535,27,27,0.73,0.749,0.9266097,1
1,1,0.027,0.028,0.015699426,36,35.069,0.973,0.972,0.9942814,1
10,10,0.303,0.311,0.20164308,22,21.17,0.667,0.658,0.94430804,1
30,30,0.769,0.769,0.48721817,9,9,0.231,0.231,0.82294613,1
2,2,0.057,0.057,0.028612584,33,33,0.943,0.943,0.9887801,1
4,4,0.114,0.121,0.056070626,28,27.115,0.8,0.818,0.96536845,1
0,0,0,0,0,27,27,0.964,0.964,0.97725359999999994,1
21,21,0.553,0.553,0.32011357,17,17,0.447,0.447,0.869142,1
13,13,0.302,0.315,0.26112658,28,28,0.651,0.678,0.8218968,1
7,7,0.179,0.179,0.10112377,32,32,0.821,0.821,0.9515927,1
17,16.47,0.405,0.404,0.17178799,23,23,0.548,0.565,0.88578165,1
1,1,0.02,0.021,0.0068261777,47,47,0.94,0.978,0.99504995,1
5,5,0.135,0.139,0.069993325,31,31,0.838,0.861,0.9466497,1
1,1,0.024,0.025,0.025,40,39.158,0.976,0.975,0.975,1
18,18,0.45,0.465,0.25188228,21,20.6,0.525,0.533,0.8187026,1
10,10,0.312,0.312,0.24607174,21,21,0.656,0.656,0.84602,1
4,4,0.108,0.108,0.023752615,33,33,0.892,0.892,0.9682554,1
17,17,0.386,0.386,0.13696104,27,27,0.614,0.614,0.9150921,1
0,0,0,0,0,47,47,1,1,1,1
34,34,0.667,0.667,0.48244923,17,17,0.333,0.333,0.8031975,1
7,7,0.206,0.206,0.14859349,26,26,0.765,0.765,0.95775026,1
6,5.083,0.12,0.106,0.090677366,42,41.761,0.84,0.87,0.96680754,1
11,11,0.314,0.314,0.103642866,24,24,0.686,0.686,0.8641736,1
1,0.268,0.031,0.009,0.003173169,30,30,0.938,0.99,0.9952105,1
8,8,0.2,0.213,0.11091176,29,28.421,0.725,0.758,0.9461786,1
10,10,0.333,0.333,0.13210736,19,19,0.633,0.633,0.88540494,1
0,0,0,0,0,38,38,0.974,0.998,0.9982735,1
0,0,0,0,0,46,46,1,1,1,1
14,14,0.298,0.298,0.20590392,33,33,0.702,0.702,0.9195407,1
4,4,0.114,0.115,0.062237818,30,30,0.857,0.862,0.9347181,1
6,6,0.162,0.166,0.082294315,30,30,0.811,0.829,0.91960704,1
3,3,0.054,0.054,0.018263107,52,52,0.929,0.929,0.9656267,1
15,13.329,0.283,0.264,0.118241705,37,36.618,0.698,0.726,0.9195934,1
2,2,0.056,0.058,0.047130045,32,32,0.889,0.93,0.93,1
0,0,0,0,0,47,47,0.979,0.993,0.993,1
2,2,0.05,0.05,0.021355804,37,37,0.925,0.925,0.9466491,1
15,15,0.357,0.366,0.17998414,26,26,0.619,0.634,0.93400204,1
0,0,0,0,0,48,48,1,1,1,1
3,3,0.071,0.071,0.062840395,39,39,0.929,0.929,0.929,1
6,6,0.14,0.14,0.07138332,36,36,0.837,0.837,0.92302424,1
16,16,0.533,0.533,0.24142991,14,14,0.467,0.467,0.9220497,1
18,17.36,0.346,0.338,0.22036885,34,34,0.654,0.662,0.8222151,1
9,9,0.196,0.201,0.08560549,36,35.707,0.783,0.798,0.96734315,1
13,13,0.31,0.317,0.1293864,29,28.018,0.69,0.683,0.9089097,1
22,22,0.512,0.512,0.371019,19,19,0.442,0.442,0.87633085,1
1,1,0.03,0.03,0.03,32,32,0.97,0.97,0.97,1
0,0,0,0,0,44,44,1,1,1,1
11,11,0.289,0.289,0.12751381,26,26,0.684,0.684,0.81402534,1
5,5,0.128,0.132,0.12007288,33,33,0.846,0.868,0.9196144,1
1,1,0.027,0.027,0.017961023,36,36,0.973,0.973,0.9867487,1
2,2,0.065,0.065,0.054845706,29,29,0.935,0.935,0.935,1
9,9,0.273,0.275,0.18355906,23,22.707,0.697,0.694,0.8595578,1
4,4,0.085,0.085,0.0410646,41,41,0.872,0.872,0.9216537,1
8,7.123,0.178,0.161,0.056071542,37,37,0.822,0.839,0.96230465,1
12,12,0.387,0.391,0.13227355,19,18.707,0.613,0.609,0.8675957,1
0,0,0,0,0,39,39,1,1,1,1
